date_sold;price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;sqft_above;sqft_basement;yr_built;year_renovated;zip_code;lattitude;longitude;nn_sqft_living;nn_sqft_lot
2014-09-04T00:00:00Z;5,78258010949833;4;1,75;1770;9848;1,0;0;0;average;1370;400;1967;1967;98008;47,6208;-122,099;2040;9587
2014-11-20T00:00:00Z;5,46538285144842;4;2,75;2910;7712;1,0;0;0;average;1600;1310;1998;1998;98002;47,2842;-122,198;2220;6649
2015-05-07T00:00:00Z;5,65321251377534;3;2,50;2880;426452;2,0;0;3;average;2880;0;1979;1979;98092;47,2485;-122,101;1460;320890
2014-08-20T00:00:00Z;5,88366143515362;4;2,50;3190;38119;2,0;0;0;average;3190;0;1988;1988;98053;47,6698;-122,044;2560;36280
2015-04-15T00:00:00Z;5,62838893005031;2;1,00;540;2500;1,0;0;0;average;540;0;1905;1905;98107;47,6729;-122,383;1290;5000
2015-02-12T00:00:00Z;5,70329137811866;4;2,50;3170;5340;2,0;0;0;average;3170;0;2000;2000;98059;47,4911;-122,138;3010;5340
2015-03-17T00:00:00Z;5,73635665691840;3;1,75;1830;7371;1,0;0;0;average;1830;0;1957;1957;98008;47,6059;-122,121;1600;7700
2014-09-24T00:00:00Z;5,58206336291171;3;2,00;1360;4840;1,5;0;0;average;1360;0;1936;1936;98126;47,5487;-122,376;1450;4840
2014-08-28T00:00:00Z;5,67669360962487;3;1,75;1870;25157;2,0;0;0;average;1870;0;1978;1978;98014;47,6950;-121,915;1870;15391
2015-04-17T00:00:00Z;5,55022835305509;3;1,50;1370;4790;2,0;0;0;good;1370;0;1982;1982;98034;47,7253;-122,164;1370;3799
2014-07-03T00:00:00Z;5,61278385671974;4;2,50;1700;9000;1,0;0;0;very_good;1700;0;1972;1972;98034;47,7306;-122,233;1370;7592
2015-02-03T00:00:00Z;5,65321251377534;4;2,00;1960;5008;1,0;0;0;average;980;980;1900;1988;98144;47,5958;-122,299;1175;2315
2014-05-28T00:00:00Z;5,75204844781944;7;4,50;4140;9066;1,0;0;0;average;2070;2070;1978;1978;98125;47,7302;-122,291;1440;1865
2015-04-14T00:00:00Z;5,72353776153206;2;1,00;1290;6528;1,5;0;0;good;1290;0;1941;1941;98115;47,6940;-122,290;1670;5712
2015-02-12T00:00:00Z;5,65561858354122;4;2,50;2460;6454;2,0;0;0;average;2460;0;2006;2006;98065;47,5381;-121,890;2320;4578
2014-05-22T00:00:00Z;5,38916608436453;4;2,00;1580;8000;1,0;0;0;average;1040;540;1967;1967;98003;47,3467;-122,304;1550;8000
2014-07-24T00:00:00Z;5,78532983501077;4;2,50;2410;15899;2,0;0;3;average;2410;0;1990;1990;98074;47,6242;-122,040;2360;11412
2014-10-16T00:00:00Z;5,56050441519506;4;1,75;2180;9702;1,0;0;0;very_good;1090;1090;1962;1962;98178;47,4973;-122,268;2020;9792
2015-02-04T00:00:00Z;5,70757017609794;3;2,75;1950;12630;1,0;0;0;good;1230;720;1969;1969;98052;47,6301;-122,107;1990;12196
2015-03-25T00:00:00Z;5,81291335664286;4;2,50;2630;28298;2,0;0;0;average;2630;0;1996;1996;98053;47,6314;-121,968;2840;26071
2015-01-14T00:00:00Z;5,46239799789896;4;2,50;2050;9015;2,0;0;0;good;2050;0;1973;1973;98058;47,4357;-122,168;1780;8820
2015-03-30T00:00:00Z;5,70757017609794;2;1,00;1070;5280;1,0;0;0;average;1070;0;1900;1900;98122;47,6168;-122,303;1380;2370
2014-05-05T00:00:00Z;6,35793484700045;7;8,00;13540;307752;3,0;0;4;average;9410;4130;1999;1999;98053;47,6675;-121,986;4850;217800
2014-09-22T00:00:00Z;5,49968708261840;4;2,50;2320;7379;2,0;0;0;average;2320;0;1987;1987;98003;47,3432;-122,316;2230;7614
2014-08-08T00:00:00Z;5,30092140846954;2;1,00;700;5200;1,0;0;0;very_good;700;0;1952;1952;98056;47,4924;-122,174;970;5200
2014-08-13T00:00:00Z;5,31597034545692;3;1,00;860;7740;1,0;0;0;average;860;0;1960;1960;98178;47,4906;-122,244;980;7200
2015-04-16T00:00:00Z;5,65316425615188;4;2,25;3490;8400;1,5;0;0;good;3490;0;1976;1976;98058;47,4513;-122,128;2320;8723
2015-03-18T00:00:00Z;5,55816836586990;3;1,75;1160;257875;1,0;0;0;fair;1160;0;1980;1980;98059;47,4655;-122,072;1420;15450
2014-09-24T00:00:00Z;5,91592721169712;4;3,50;3650;57538;2,0;0;0;average;3650;0;1996;1996;98077;47,7711;-122,041;3730;56257
2015-01-06T00:00:00Z;5,72997428569956;3;1,75;1550;10050;1,0;0;0;very_good;1550;0;1957;1957;98008;47,6345;-122,123;1720;10050
2015-04-23T00:00:00Z;5,51838231554534;3;2,00;1380;5198;1,0;0;0;good;1380;0;1982;1982;98106;47,5514;-122,357;1320;6827
2015-01-06T00:00:00Z;5,45101845215546;4;1,00;1170;34925;1,0;0;0;good;1170;0;1942;1942;98065;47,5305;-121,841;1610;28108
2015-03-31T00:00:00Z;5,69897000433602;2;1,00;1630;12059;1,0;0;0;average;1270;360;1947;1947;98125;47,7228;-122,314;1660;8800
2014-08-18T00:00:00Z;5,86093662070009;3;2,50;2040;10033;1,0;0;0;good;1420;620;1974;1974;98005;47,6375;-122,173;2260;10115
2015-03-15T00:00:00Z;5,50105926221775;3;1,00;1270;8925;1,0;0;0;very_good;1270;0;1955;1955;98056;47,5124;-122,165;1270;8996
2015-03-26T00:00:00Z;5,59659709562646;1;1,00;790;3000;1,0;0;0;average;790;0;1953;1953;98199;47,6544;-122,386;1110;4100
2015-02-02T00:00:00Z;5,55630250076729;4;3,00;2580;6740;2,0;0;0;average;2580;0;1999;1999;98058;47,4296;-122,185;2010;6740
2014-06-18T00:00:00Z;5,75587485567249;4;2,50;2290;6738;2,0;0;0;average;2290;0;1996;1996;98029;47,5714;-122,005;2100;6261
2014-06-19T00:00:00Z;5,50514997831991;4;2,50;3490;5000;2,0;0;0;average;3490;0;2003;2003;98042;47,3772;-122,127;2910;5025
2014-09-25T00:00:00Z;5,50514997831991;3;1,75;1510;30185;1,5;0;0;average;1510;0;1976;1976;98058;47,4118;-122,089;1470;12465
2015-03-12T00:00:00Z;5,42813479402879;5;2,50;2400;4564;2,0;0;0;average;2400;0;2004;2004;98042;47,3690;-122,126;1880;4109
2014-06-27T00:00:00Z;5,28103336724773;2;1,00;900;3400;1,0;0;0;very_good;900;0;1905;1905;98108;47,5269;-122,314;940;6000
2014-07-01T00:00:00Z;5,71180722904119;2;1,00;1050;5000;1,0;0;0;very_good;1050;0;1907;1907;98107;47,6699;-122,369;1340;5000
2014-10-24T00:00:00Z;5,73078227566639;2;1,75;1850;3060;1,0;0;0;average;1060;790;1929;1992;98115;47,6821;-122,308;1850;4080
2014-06-03T00:00:00Z;5,63548374681491;3;2,50;1970;4036;2,0;0;0;good;1970;0;2003;2003;98065;47,5335;-121,869;1960;5020
2014-08-04T00:00:00Z;5,89625056246164;4;1,75;1580;9382;1,0;0;0;average;1080;500;1963;1963;98039;47,6353;-122,232;2010;9382
2014-12-18T00:00:00Z;5,62324929039790;3;1,00;1790;7055;1,0;0;0;very_good;1520;270;1937;1937;98133;47,7180;-122,355;1710;7055
2014-09-18T00:00:00Z;5,74818802700620;3;2,50;2840;216493;2,0;0;0;average;2840;0;1991;1991;98014;47,7020;-121,892;2820;175111
2015-04-23T00:00:00Z;5,72835378202123;3;2,50;1970;6634;2,0;0;0;average;1970;0;1989;1989;98029;47,5759;-122,012;2090;6176
2014-06-10T00:00:00Z;5,49136169383427;3;2,50;1780;6771;1,0;0;0;average;1230;550;1990;1990;98106;47,5237;-122,353;1780;6771
2014-12-08T00:00:00Z;5,88081359228079;5;2,00;3920;5250;1,5;0;0;very_good;2560;1360;1910;1910;98144;47,5798;-122,294;1830;4240
2014-09-22T00:00:00Z;5,38471174293828;3;1,75;1550;1905;2,0;0;0;average;1550;0;2005;2005;98055;47,4331;-122,195;1550;1866
2015-02-20T00:00:00Z;6,11826472608948;6;3,00;2980;7200;1,5;0;2;average;2980;0;1911;1911;98119;47,6366;-122,362;1720;3600
2014-10-16T00:00:00Z;5,37106786227174;3;1,00;1270;7153;1,0;0;0;very_good;1270;0;1949;1949;98055;47,4815;-122,226;1650;7153
2015-02-23T00:00:00Z;5,77726728593505;4;2,25;3040;12160;1,0;0;0;good;1520;1520;1963;1963;98007;47,5911;-122,133;2560;12090
2014-08-07T00:00:00Z;5,63668844795328;3;2,50;2075;16200;2,0;0;0;average;2075;0;2002;2002;98045;47,4848;-121,698;2300;32379
2015-05-11T00:00:00Z;5,53529412004277;2;1,00;1110;9920;1,0;0;0;very_good;700;410;1942;1942;98056;47,5454;-122,192;2830;10091
2014-11-10T00:00:00Z;5,16136800223498;2;1,00;800;8125;1,0;0;0;average;800;0;1964;1964;98033;47,6836;-122,174;2390;8125
2015-01-16T00:00:00Z;5,46533822986009;1;1,00;680;21727;1,0;0;0;average;680;0;1952;1995;98058;47,4460;-122,175;1470;19406
2015-03-18T00:00:00Z;5,77811505766877;3;1,00;1680;7910;1,0;0;0;average;1680;0;1949;1949;98146;47,5085;-122,385;1330;7910
2015-03-19T00:00:00Z;5,93951925261862;4;1,75;2780;11000;1,0;0;0;average;1560;1220;1964;1964;98004;47,5950;-122,203;2350;11700
2015-05-08T00:00:00Z;5,50920252233110;4;2,75;2000;9083;2,0;0;0;good;2000;0;1992;1992;98038;47,3511;-122,058;1690;7735
2014-08-25T00:00:00Z;5,86153441085904;4;3,00;3150;9703;2,0;0;0;average;3150;0;2001;2001;98075;47,5962;-122,018;3150;8819
2014-10-23T00:00:00Z;5,22010808804005;1;1,00;1120;17332;1,0;0;0;average;1120;0;1988;1988;98001;47,2972;-122,267;1280;17334
2015-04-30T00:00:00Z;5,65321251377534;4;1,75;1740;12204;1,0;0;0;average;1270;470;1961;1961;98155;47,7675;-122,277;2190;12204
2014-06-05T00:00:00Z;5,35983548233989;2;1,00;1190;7408;1,0;0;0;average;830;360;1941;1941;98168;47,5094;-122,310;1140;7408
2014-10-13T00:00:00Z;5,48429983934679;1;1,00;900;7500;1,0;0;0;average;900;0;1946;1987;98155;47,7553;-122,283;1470;7500
2014-09-15T00:00:00Z;5,96848294855393;3;3,25;2950;4446;2,0;0;0;average;2450;500;2001;2001;98116;47,5852;-122,391;1930;4255
2014-09-23T00:00:00Z;5,73399928653839;3;2,50;1990;15985;1,0;0;0;average;1540;450;1964;1964;98007;47,6205;-122,141;2470;10125
2014-09-09T00:00:00Z;5,33041377334919;3;1,00;1020;9147;1,0;0;0;good;1020;0;1900;1965;98010;47,3127;-122,002;1600;9700
2014-09-09T00:00:00Z;5,85612444424230;3;2,50;2070;7200;2,0;0;0;average;2070;0;2001;2001;98033;47,6946;-122,211;1650;8877
2015-05-05T00:00:00Z;5,48429983934679;3;2,50;2030;8000;2,0;0;0;average;2030;0;1997;1997;98031;47,4024;-122,216;2290;7945
2014-07-15T00:00:00Z;5,69722934275972;3;2,50;1620;2640;2,0;0;0;good;1620;0;1900;1993;98122;47,6036;-122,305;1370;3840
2014-05-23T00:00:00Z;5,90306284273856;4;3,50;4220;196817;2,0;0;0;average;4220;0;1993;1993;98092;47,2642;-122,187;2500;195395
2015-05-05T00:00:00Z;5,86746748785905;3;2,50;2300;7800;2,0;0;2;average;2300;0;1997;1997;98052;47,6842;-122,155;2300;8187
2014-12-26T00:00:00Z;5,93449845124357;4;3,25;3830;10005;2,0;0;0;average;3830;0;2001;2001;98075;47,5953;-122,039;2555;5204
2014-07-02T00:00:00Z;5,53141504551013;3;2,50;2390;34041;1,0;0;0;average;1840;550;1984;1984;98042;47,3546;-122,081;2460;35686
2014-05-16T00:00:00Z;5,39619934709574;3;2,25;1440;7673;1,0;0;0;average;940;500;1982;1982;98031;47,4034;-122,178;1440;8418
2015-05-07T00:00:00Z;5,56820172406699;2;1,00;910;5525;1,0;0;0;fair;910;0;1910;1910;98126;47,5322;-122,379;1620;5525
2014-10-13T00:00:00Z;5,86033800657099;3;2,00;1550;12262;1,0;0;0;good;1550;0;1964;1964;98040;47,5755;-122,216;2900;12372
2014-12-05T00:00:00Z;5,72345567203519;5;2,50;2380;91476;1,0;0;0;good;1580;800;1976;1976;98059;47,4790;-122,153;1880;12870
2015-03-17T00:00:00Z;5,49136169383427;4;2,75;2060;8100;1,0;0;0;good;1310;750;1988;1988;98198;47,3581;-122,317;1540;8100
2014-10-27T00:00:00Z;5,49831055378960;4;2,25;1880;9163;2,0;0;0;average;1880;0;1981;1981;98058;47,4362;-122,165;1900;7980
2014-10-02T00:00:00Z;6,11394335230684;4;2,50;3470;4160;2,0;0;0;average;2480;990;1927;1927;98119;47,6300;-122,363;2280;5440
2014-11-05T00:00:00Z;5,63848925695464;3;2,00;2360;12744;2,0;0;0;very_good;2360;0;1964;1964;98059;47,4830;-122,164;1650;8625
2014-07-16T00:00:00Z;5,54406804435028;3;1,75;1970;10800;1,0;0;0;good;1300;670;1979;1979;98056;47,5107;-122,172;1970;8768
2014-09-08T00:00:00Z;5,38021124171161;3;1,00;1040;7800;1,0;0;0;average;1040;0;1948;1948;98055;47,4804;-122,229;1780;8400
2015-04-28T00:00:00Z;5,61278385671974;3;2,25;1420;3750;2,0;0;0;average;1420;0;1987;1987;98116;47,5725;-122,383;1430;4664
2014-09-23T00:00:00Z;5,63346845557959;4;2,75;2290;5249;2,0;0;0;average;2290;0;2003;2003;98059;47,4916;-122,162;2270;4348
2014-06-11T00:00:00Z;5,38021124171161;3;1,50;1360;9760;1,5;0;0;very_good;1360;0;1984;1984;98045;47,4648;-121,757;1310;11456
2015-01-08T00:00:00Z;5,77451696572855;4;3,00;3680;35736;1,5;0;0;good;2320;1360;1970;1970;98027;47,4703;-122,015;3210;39512
2015-03-06T00:00:00Z;5,33274135041857;3;1,00;920;4770;1,0;0;0;good;920;0;1969;1969;98042;47,3654;-122,082;920;4770
2014-05-22T00:00:00Z;5,50508211450511;2;1,00;1070;5824;1,0;0;2;very_good;1070;0;1949;1949;98178;47,5070;-122,242;2090;7980
2015-03-25T00:00:00Z;5,44715803134222;3;2,50;1600;6700;2,0;0;0;average;1600;0;1991;1991;98042;47,3618;-122,074;1790;7577
2014-05-23T00:00:00Z;5,12221587827283;3;1,00;1080;10500;1,0;0;0;average;1080;0;1967;1967;98001;47,3200;-122,278;1200;9607
2015-04-23T00:00:00Z;5,60200570112452;2;0,75;1330;2856;1,0;0;0;good;930;400;1916;1916;98126;47,5671;-122,370;1330;2856
2014-07-21T00:00:00Z;5,46239799789896;2;1,00;850;6800;1,0;0;0;average;850;0;1948;1948;98133;47,7282;-122,337;870;6800
2015-05-12T00:00:00Z;5,93449845124357;5;2,25;1960;8592;1,0;0;0;good;1290;670;1958;1958;98004;47,6066;-122,192;1720;8592
2014-05-29T00:00:00Z;6,49136169383427;6;4,25;6980;15682;3,0;0;4;good;5330;1650;1999;1999;98040;47,5552;-122,231;3930;18367
2014-05-16T00:00:00Z;5,38916608436453;4;1,00;1530;7200;1,5;0;0;average;1400;130;1948;1948;98178;47,5015;-122,262;1530;7200
2014-12-15T00:00:00Z;5,40654018043396;3;1,50;1320;7980;1,0;0;0;average;1320;0;1956;1956;98178;47,5068;-122,259;2000;7700
2014-11-13T00:00:00Z;5,49136169383427;4;3,00;2320;7200;2,0;0;0;average;2320;0;1976;1976;98155;47,7703;-122,312;2050;10000
2014-08-13T00:00:00Z;5,47567118832443;3;1,00;960;8100;1,0;0;0;average;960;0;1955;1955;98155;47,7763;-122,305;1080;8100
2014-11-10T00:00:00Z;5,75966784468963;4;2,50;2040;5508;2,0;0;0;good;2040;0;1996;1996;98029;47,5719;-122,007;2130;5496
2014-11-14T00:00:00Z;5,45331834004704;3;1,00;1080;8214;1,0;0;0;average;1080;0;1944;1944;98133;47,7401;-122,348;1850;13560
2015-04-07T00:00:00Z;5,92427928606188;3;1,75;2020;4800;1,0;0;0;good;1090;930;1926;1926;98115;47,6726;-122,294;1680;4800
2014-08-13T00:00:00Z;5,64598491544599;3;1,75;1780;7567;1,0;0;0;average;1290;490;1980;1980;98034;47,7314;-122,225;1910;8645
2014-05-07T00:00:00Z;5,68574173860226;3;2,00;1610;4160;1,0;0;0;good;1010;600;1917;1917;98136;47,5421;-122,388;1040;4400
2015-03-18T00:00:00Z;5,67440181284528;4;1,75;1440;8536;1,0;0;0;good;1440;0;1961;1961;98033;47,6775;-122,180;1720;9748
2014-11-26T00:00:00Z;6,20682587603185;4;2,75;4270;25807;2,0;0;0;average;4270;0;1996;1996;98004;47,5951;-122,206;3860;20723
2014-10-22T00:00:00Z;5,59988307207369;3;1,75;1890;16001;1,5;0;0;good;1890;0;1950;1950;98011;47,7663;-122,201;1820;11450
2015-02-17T00:00:00Z;5,53147891704226;3;2,50;2240;6000;2,0;0;0;average;2240;0;2003;2003;98059;47,4837;-122,138;2400;6000
2015-05-13T00:00:00Z;5,57978359661681;2;1,00;760;4000;1,5;0;0;average;760;0;1910;1910;98108;47,5462;-122,320;1130;4000
2014-09-12T00:00:00Z;5,37106786227174;3;1,00;1020;6173;1,0;0;0;average;780;240;1948;1948;98168;47,5042;-122,329;1330;5909
2014-07-11T00:00:00Z;5,76492298464989;5;2,50;2780;12335;1,0;0;0;good;1590;1190;1968;1968;98006;47,5681;-122,128;2750;9930
2015-04-03T00:00:00Z;5,52504480703685;5;3,00;2660;7700;1,5;0;0;good;1670;990;1962;1962;98058;47,4600;-122,174;1610;7700
2014-12-12T00:00:00Z;5,45629010088269;2;1,00;710;7120;1,0;0;0;very_good;710;0;1942;1942;98146;47,5122;-122,374;1100;7020
2014-11-07T00:00:00Z;5,80955971463527;5;2,25;3340;52476;2,0;0;0;good;3340;0;1975;1975;98027;47,4553;-121,987;2460;48351
2014-10-20T00:00:00Z;5,64733406032439;3;1,75;2000;36000;1,0;0;0;average;2000;0;1946;1995;98056;47,5217;-122,182;2100;9681
2014-05-30T00:00:00Z;5,49831055378960;3;2,00;1060;5750;1,0;0;0;average;1060;0;1981;1981;98126;47,5523;-122,372;1080;5750
2015-03-23T00:00:00Z;5,48029446000301;4;1,50;1730;10396;1,0;0;0;average;1730;0;1964;1964;98058;47,4497;-122,168;1510;10396
2015-01-08T00:00:00Z;5,88649072517248;3;2,50;2190;2658;2,0;0;3;good;2190;0;1979;1979;98033;47,6528;-122,203;2315;2538
2015-01-22T00:00:00Z;5,57397335793606;4;1,75;1660;8160;1,0;0;0;average;1660;0;1974;1974;98058;47,4483;-122,129;1800;7684
2014-10-20T00:00:00Z;5,36172783601759;2;1,00;870;7020;1,0;0;0;good;570;300;1942;1942;98106;47,5404;-122,352;1730;7020
2015-04-27T00:00:00Z;5,98542647408300;4;2,50;3100;7250;2,0;0;0;average;3100;0;2010;2010;98115;47,6961;-122,316;1240;6670
2014-06-27T00:00:00Z;5,49831055378960;6;4,00;3120;4240;2,0;0;2;good;2090;1030;1993;1993;98106;47,5305;-122,353;1460;4240
2014-07-16T00:00:00Z;5,79657433321043;3;1,00;1040;4240;1,0;0;0;good;860;180;1924;1924;98117;47,6768;-122,367;1170;4240
2015-01-29T00:00:00Z;5,63245729218472;2;1,00;1010;5000;1,0;0;0;fair;1010;0;1924;1924;98107;47,6715;-122,365;1410;5000
2015-02-05T00:00:00Z;5,91275330367132;4;2,50;4020;44431;2,0;0;0;average;4020;0;1987;1987;98072;47,7467;-122,132;3440;52900
2014-08-28T00:00:00Z;5,51321760006794;5;2,75;2166;6342;2,0;0;0;average;2166;0;2013;2013;98042;47,3461;-122,152;2474;5948
2014-06-12T00:00:00Z;5,49136169383427;5;3,00;1880;5000;1,0;0;0;average;1100;780;1997;1997;98106;47,5453;-122,363;1640;5000
2015-04-21T00:00:00Z;5,72015930340596;4;2,00;2260;7680;1,0;0;0;good;1130;1130;1947;1947;98177;47,7193;-122,361;1800;7680
2015-04-03T00:00:00Z;5,54406804435028;3;2,25;2010;4400;1,5;0;0;average;2010;0;1986;1986;98055;47,4735;-122,189;1720;4187
2014-11-29T00:00:00Z;5,35410843914740;3;1,00;1520;7200;1,0;0;0;average;1030;490;1954;1954;98166;47,4527;-122,352;1530;7201
2015-05-01T00:00:00Z;6,09691001300806;5;3,50;3510;4798;2,0;0;0;average;2700;810;2008;2008;98105;47,6690;-122,282;1460;1684
2015-01-20T00:00:00Z;5,73158876518674;3;1,50;1460;5040;1,0;0;0;average;1100;360;1971;1971;98133;47,7112;-122,357;2330;7560
2015-03-10T00:00:00Z;5,43933269383026;3;1,75;1650;7700;1,0;0;0;good;1650;0;1977;1977;98023;47,3155;-122,365;2020;7700
2014-09-10T00:00:00Z;5,77085201164214;4;2,50;2660;35010;2,0;0;2;average;2660;0;1993;1993;98045;47,4816;-121,714;2330;35448
2015-01-23T00:00:00Z;5,89320675305985;4;2,50;3510;24604;2,0;0;0;average;3510;0;1997;1997;98053;47,6772;-122,056;3530;26673
2014-06-16T00:00:00Z;5,75966784468963;4;2,50;2120;9603;2,0;0;0;average;2120;0;1985;1985;98027;47,5348;-122,053;1990;9611
2014-05-09T00:00:00Z;5,46239799789896;4;2,50;2000;13300;1,0;0;0;good;1200;800;1968;1968;98001;47,3530;-122,294;1800;9810
2014-07-28T00:00:00Z;5,48464144488241;3;1,00;1300;9000;1,0;0;0;average;1300;0;1956;1956;98133;47,7352;-122,337;1500;9600
2014-06-10T00:00:00Z;5,74429298312268;3;2,00;2180;4976;1,5;0;2;good;1680;500;1930;1930;98126;47,5730;-122,380;1850;5000
2014-07-25T00:00:00Z;5,50105926221775;3;2,00;1790;8228;1,0;0;0;average;1390;400;1980;1980;98058;47,4658;-122,172;1880;8228
2015-02-24T00:00:00Z;5,92941892571429;2;1,50;1800;4144;1,0;0;4;good;900;900;1962;1962;98116;47,5934;-122,390;2090;4173
2014-07-30T00:00:00Z;5,51481329499929;2;2,00;1440;8425;1,0;0;0;good;1440;0;1942;1983;98168;47,4831;-122,296;1430;12037
2014-09-03T00:00:00Z;5,55630250076729;4;2,50;2340;13445;2,0;0;0;average;2340;0;1990;1990;98042;47,3740;-122,125;2340;11188
2014-12-11T00:00:00Z;5,57054293988190;4;2,50;2070;8658;2,0;0;0;average;2070;0;1999;1999;98178;47,5072;-122,257;2010;7215
2015-03-26T00:00:00Z;5,65609820201283;3;1,00;2160;11484;1,5;0;0;good;2160;0;1968;1968;98034;47,7277;-122,185;2270;10080
2014-08-13T00:00:00Z;5,43933269383026;2;1,75;2090;11317;1,0;0;0;very_good;1090;1000;1931;1931;98188;47,4594;-122,279;1940;11317
2014-07-02T00:00:00Z;5,67669360962487;4;2,50;2040;7260;2,0;0;0;good;2040;0;1963;1963;98133;47,7399;-122,332;2040;7360
2015-02-13T00:00:00Z;5,49136169383427;4;2,75;1950;9720;1,0;0;0;average;1400;550;1986;1986;98031;47,3969;-122,205;2300;10530
2015-02-10T00:00:00Z;5,23804610312880;4;2,00;1200;8460;1,0;0;0;very_good;1200;0;1957;1957;98188;47,4413;-122,277;1350;8623
2015-04-03T00:00:00Z;5,49623754516674;5;3,00;2240;94960;1,0;0;0;average;2240;0;1985;1985;98045;47,4810;-121,788;1780;43400
2014-07-29T00:00:00Z;5,53781909507327;3;2,50;1360;1489;2,0;0;0;average;1360;0;2007;2007;98126;47,5490;-122,372;1360;1688
2015-03-16T00:00:00Z;5,63948648926859;3;1,50;1500;10200;1,0;0;0;average;1300;200;1955;1955;98177;47,7598;-122,359;1950;9500
2014-09-24T00:00:00Z;5,38827886345964;2;1,75;1300;14500;1,0;0;0;average;650;650;1939;1939;98168;47,4989;-122,329;1370;12986
2014-07-11T00:00:00Z;5,31386722036915;3;1,75;1140;9800;1,0;0;0;good;1140;0;1968;1968;98001;47,3063;-122,270;1370;9800
2015-04-21T00:00:00Z;5,94939000664491;4;2,50;2930;9158;2,0;0;0;average;2930;0;2005;2005;98052;47,7065;-122,130;3590;8065
2015-01-22T00:00:00Z;5,51844813269814;4;2,25;2140;8874;2,0;0;0;average;2140;0;1986;1986;98092;47,2654;-122,217;2140;8789
2015-02-17T00:00:00Z;5,39794000867204;3;1,75;1628;286355;1,0;0;0;average;1628;0;1996;1996;98092;47,2558;-122,122;1490;216344
2014-10-27T00:00:00Z;5,39093510710338;3;2,00;1990;203861;1,0;0;0;average;1990;0;1949;1949;98022;47,2507;-122,039;2760;217800
2014-07-16T00:00:00Z;5,64345267648619;3;1,75;1950;19747;1,0;0;0;average;1150;800;1979;1979;98072;47,7685;-122,162;2560;9674
2014-09-24T00:00:00Z;5,59659709562646;4;1,75;1910;8117;1,0;0;0;average;1460;450;1975;1975;98072;47,7344;-122,173;1810;8100
2015-02-26T00:00:00Z;5,42975228000241;3;2,25;1470;8682;1,0;0;0;average;1160;310;1985;1985;98003;47,2729;-122,299;1670;8359
2014-08-11T00:00:00Z;5,22916970253910;3;1,00;1060;10023;1,0;0;0;average;1060;0;1962;1962;98023;47,2869;-122,360;1060;10023
2014-12-05T00:00:00Z;5,83916368291465;4;2,75;3130;8920;2,0;0;0;average;3130;0;2014;2014;98155;47,7397;-122,316;1450;9183
2015-03-11T00:00:00Z;5,53781909507327;4;2,75;2200;13498;2,0;0;0;average;2200;0;1987;1987;98023;47,3148;-122,350;2190;11850
2014-10-15T00:00:00Z;5,58319877396862;4;1,75;2580;19607;1,0;0;2;good;1290;1290;1958;1958;98056;47,5067;-122,197;1970;9569
2014-08-27T00:00:00Z;5,58939102313693;3;2,25;1350;944;2,0;0;0;average;1050;300;2007;2007;98144;47,5997;-122,312;1350;1245
2014-09-18T00:00:00Z;5,39794000867204;3;1,75;1350;8548;1,0;0;0;average;1350;0;1985;1985;98003;47,3179;-122,330;1660;8538
2015-02-03T00:00:00Z;5,65848838130902;3;1,75;2290;19000;1,0;0;0;good;1650;640;1973;1973;98042;47,3837;-122,158;2900;13034
2014-12-01T00:00:00Z;5,82736927305382;3;1,00;1220;8573;1,0;0;0;good;1220;0;1954;1954;98004;47,6088;-122,193;1390;8573
2015-05-06T00:00:00Z;5,68752896121463;3;1,75;1430;12632;1,0;0;0;average;1430;0;1959;1959;98008;47,6371;-122,123;1750;10350
2014-08-20T00:00:00Z;5,46445228652863;4;2,50;2220;6233;2,0;0;0;average;2220;0;2001;2001;98059;47,4887;-122,150;2220;5352
2015-03-04T00:00:00Z;5,35218251811136;3;1,00;1490;15850;1,0;0;0;average;1490;0;1946;1946;98133;47,7411;-122,347;1950;13228
2014-11-11T00:00:00Z;5,71596158254222;5;3,50;2440;10200;2,0;0;0;good;2440;0;1974;1974;98075;47,5814;-122,003;2000;10568
2014-08-26T00:00:00Z;5,39794000867204;3;2,50;2070;8400;2,0;0;0;good;2070;0;1990;1990;98002;47,3099;-122,206;2070;9239
2014-09-18T00:00:00Z;5,78883980584557;3;1,00;1500;2400;1,5;0;0;very_good;1500;0;1900;1900;98119;47,6333;-122,362;1780;3600
2015-01-14T00:00:00Z;5,77778918743487;4;2,25;2020;10260;2,0;0;0;good;2020;0;1984;1984;98052;47,6801;-122,114;2020;10311
2014-09-24T00:00:00Z;5,79588001734407;4;1,50;2190;13660;1,0;0;3;average;2190;0;1952;1952;98177;47,7658;-122,370;2520;20500
2015-05-06T00:00:00Z;5,39532639306935;2;1,00;780;10064;1,0;0;0;good;780;0;1958;1958;98168;47,4913;-122,318;1090;14750
2014-09-30T00:00:00Z;5,67205165393739;5;2,00;1220;4200;1,0;0;0;good;1090;130;1921;1921;98105;47,6677;-122,321;1790;4200
2014-09-02T00:00:00Z;5,89625056246164;2;2,50;2390;6928;2,0;0;3;good;1810;580;1949;1982;98146;47,5101;-122,391;2390;12852
2015-04-16T00:00:00Z;5,68574173860226;4;2,50;3710;15935;1,0;0;0;average;2130;1580;2005;2005;98001;47,3528;-122,267;3674;17913
